enrollee_id,target,mobility_persona,last_job_change_bin_norm,training_hours_bin,education_level,experience_clean,company_size_bin
20322,0.0,Anchored Contributor,4-5 years,Very High (101+),Phd,21.0,Mid
22194,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Very Small
31401,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,18.0,Enterprise
14914,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,16.0,Mid
20376,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
27530,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,18.0,Large
24701,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,15.0,Enterprise
6790,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,15.0,Mid
10102,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,20.0,Enterprise
10338,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,11.0,Mid
15701,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,10.0,Very Small
21218,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,3.0,Enterprise
1586,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,6.0,Mid
9189,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,6.0,Small
13788,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,3.0,Mid
10752,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,9.0,Mid
28406,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Mid
26320,0.0,Anchored Contributor,4-5 years,High (51-100),High School,9.0,Mid
17460,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Enterprise
18657,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
9384,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Large
4269,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,14.0,Small
14935,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,11.0,Large
28033,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Small
1568,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,15.0,Small
15465,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,2.0,Small
26233,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Enterprise
24729,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Very Small
29440,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,4.0,Very Small
32652,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,5.0,Mid
28556,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Primary School,2.0,Mid
12875,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,3.0,Mid
21078,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Small
30331,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,14.0,Enterprise
5899,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Primary School,3.0,Mid
22787,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Mid
27435,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,15.0,Mid
2855,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,5.0,Enterprise
18385,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Small
27866,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Small
7328,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,20.0,Mid
24807,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Small
27113,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,11.0,Mid
6008,0.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,21.0,Mid
760,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,16.0,Mid
2990,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Enterprise
28229,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,18.0,Mid
4162,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,9.0,Enterprise
27326,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,7.0,Mid
604,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,3.0,Mid
2194,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Very Small
21564,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,9.0,Small
17432,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,13.0,Small
13952,1.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Mid
1988,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
23691,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,4.0,Mid
10481,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,0.0,Mid
8540,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
8806,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Mid
15468,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,15.0,Mid
32747,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,14.0,Small
1297,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,7.0,Enterprise
4075,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
12772,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,14.0,Mid
22517,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Enterprise
26388,1.0,Anchored Contributor,4-5 years,Very High (101+),Masters,5.0,Mid
30676,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Mid
18376,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,17.0,Small
10970,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,18.0,Mid
29961,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Phd,21.0,Small
5136,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,21.0,Mid
20369,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Enterprise
23505,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,17.0,Mid
11751,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Very Small
12038,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,9.0,Mid
28590,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,6.0,Small
32699,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,18.0,Enterprise
10370,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,16.0,Enterprise
4095,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Mid
5340,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Enterprise
9217,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Very Small
15294,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
23901,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,3.0,Mid
5673,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,9.0,Small
25421,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Small
20698,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,21.0,Large
41,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,21.0,Mid
23636,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,12.0,Mid
9387,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,6.0,Very Small
21466,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,8.0,Mid
9515,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Enterprise
20743,1.0,Anchored Contributor,4-5 years,Low (0-25),Masters,15.0,Enterprise
25766,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,14.0,Mid
4626,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,2.0,Mid
4642,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Very Small
16178,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Mid
1829,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,8.0,Very Small
2377,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Phd,7.0,Large
8287,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Mid
10529,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Very Small
30608,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
27546,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Primary School,1.0,Mid
32324,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Small
8442,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Mid
8151,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,8.0,Very Small
15796,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,3.0,Mid
9420,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,21.0,Large
17083,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Enterprise
16414,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Very Small
32340,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,10.0,Very Small
18462,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,8.0,Very Small
7996,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,9.0,Mid
30636,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Small
29982,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,6.0,Small
29217,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
18454,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Mid
22508,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
25969,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
28080,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Very Small
21134,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Mid
30925,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Mid
29000,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,4.0,Mid
26925,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,15.0,Enterprise
7696,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Small
25525,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,4.0,Enterprise
21989,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,19.0,Mid
10984,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,2.0,Enterprise
26543,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,10.0,Small
32043,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,10.0,Small
15343,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Small
30967,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Mid
30191,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Mid
13537,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,14.0,Mid
23185,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Very Small
1434,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Enterprise
9600,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,9.0,Enterprise
25963,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Small
5141,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,8.0,Small
657,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Very Small
29991,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Enterprise
18759,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Enterprise
23081,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,5.0,Mid
5731,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,7.0,Small
20135,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Large
18620,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,14.0,Enterprise
24226,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Small
10092,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
1950,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,6.0,Small
7909,1.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,2.0,Mid
11966,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,2.0,Mid
10017,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Enterprise
28391,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Small
361,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Mid
20797,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,15.0,Enterprise
25041,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Mid
18476,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,2.0,Enterprise
26668,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,6.0,Enterprise
18586,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,2.0,Enterprise
17783,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,0.0,Enterprise
13256,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Mid
6283,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,10.0,Small
2586,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,9.0,Small
15279,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,1.0,Mid
28468,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Enterprise
17941,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,0.0,Enterprise
23384,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Very Small
4978,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,14.0,Enterprise
28641,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
28915,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Mid
33367,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Mid
14999,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,21.0,Small
3999,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Mid
9860,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,17.0,Very Small
31153,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Mid
26616,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,21.0,Mid
24366,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,6.0,Enterprise
19986,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Enterprise
17786,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,6.0,Small
1396,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Enterprise
22954,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,9.0,Mid
14775,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,12.0,Mid
1563,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,12.0,Mid
29612,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Very Small
23856,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,9.0,Large
30441,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,19.0,Mid
22742,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Very Small
30265,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,10.0,Mid
11545,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,7.0,Very Small
2404,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Small
7243,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,21.0,Small
19555,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,8.0,Enterprise
20486,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Mid
17400,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
22005,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,3.0,Small
10612,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,8.0,Mid
23365,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,0.0,Very Small
13288,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Mid
23430,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,11.0,Mid
30404,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Small
8930,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,9.0,Enterprise
3920,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,18.0,Enterprise
29841,1.0,Early-Career Explorer,<=1 year,High (51-100),High School,0.0,Mid
16289,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Small
19889,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,7.0,Enterprise
11780,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Small
8489,1.0,Anchored Contributor,4-5 years,Low (0-25),Unknown,15.0,Mid
32581,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
22420,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,9.0,Enterprise
28415,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,14.0,Mid
32260,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
21603,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Small
19702,1.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Enterprise
17665,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,3.0,Small
19612,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,5.0,Mid
18905,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,5.0,Mid
824,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,10.0,Large
27275,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,20.0,Mid
14217,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,14.0,Large
13209,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,1.0,Mid
9414,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,8.0,Mid
33242,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Very Small
24224,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Mid
9684,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,17.0,Very Small
8584,0.0,Anchored Contributor,4-5 years,Low (0-25),Phd,21.0,Mid
27003,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,10.0,Small
17840,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,7.0,Small
29723,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,9.0,Small
33181,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,21.0,Mid
29288,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,3.0,Large
3004,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,7.0,Very Small
5828,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,10.0,Small
22211,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Mid
28193,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Very Small
26291,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,11.0,Enterprise
11739,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,18.0,Mid
20878,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,14.0,Small
31156,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,21.0,Very Small
21878,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,20.0,Enterprise
7009,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,13.0,Small
31013,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,17.0,Small
7145,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Mid
2690,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,21.0,Mid
28829,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Mid
28477,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,3.0,Mid
17107,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Very Small
17125,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,2.0,Mid
5911,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Mid
24069,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Small
20803,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,2.0,Mid
3752,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,7.0,Enterprise
32925,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,21.0,Enterprise
27494,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,14.0,Enterprise
19818,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,2.0,Very Small
22581,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,8.0,Mid
2629,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
20143,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,12.0,Small
2478,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,8.0,Mid
25957,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Mid
24981,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Small
27624,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Primary School,8.0,Small
32355,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,12.0,Very Small
12140,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,5.0,Mid
9743,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
3827,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Very Small
9338,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Mid
10386,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,21.0,Very Small
14901,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Large
6909,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,7.0,Mid
20751,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Very Small
13597,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,12.0,Enterprise
4498,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Mid
29508,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Mid
5205,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Large
32947,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
